base,onboard,cohort,days,r1,e1,r3,e3,r5,e5,r10,e10,r20,e20,r30,e30
BRETT,2024-08-20,2024,738,-0.00011178180192261689,-0.03634431699432572,0.1484462329532752,0.08763420178172399,0.04638944779789855,0.045239977692699496,-0.08640733288620617,-0.08258252235676755,-0.12754303599374028,-0.16712027579855293,-0.08003577017661523,-0.09933753108164045
POPCAT,2024-08-22,2024,736,0.2699776593916481,0.20916562822009688,0.3062381852551985,0.30508871514999947,0.16343014263619193,0.21793150871290878,-0.07973878673311563,-0.0513413309334213,0.026808730022340743,0.032070051584385584,0.5796528613163774,0.5773592579214011
SUN,2024-08-22,2024,736,0.46092132505175964,0.40010929388020844,0.5614648033126293,0.5603153332074302,0.3756901311249137,0.4301914972016305,0.4272774327122153,0.4556748885119096,0.0669427191166323,0.07220404067867714,0.03894927536231885,0.03665567196734254
DOGS,2024-08-26,2024,732,0.012606417812704773,0.06710778388942162,0.07023575638506885,0.06492818139777867,0.044531761624099664,0.047144446343786006,-0.1294204322200393,-0.09837191708149351,-0.16232809430255402,-0.14792778745177693,-0.3217910936476751,-0.3042841551593395
FLUX,2024-09-03,2024,724,-0.03864495971057391,-0.0472243104370077,-0.12892616345995733,-0.08942180248485154,-0.04703173820095374,-0.060049218606385235,-0.005920078934385731,-0.04652802770970965,0.043578358822562224,0.047612444010358024,-0.11708600559118554,-0.11881143472157585
RPL,2024-09-09,2024,718,-0.033476394849785485,-0.04398507753703329,-0.12188841201716738,-0.13569150418901665,-0.12017167381974247,-0.11203024250252447,-0.11502145922746776,-0.13432322013249298,-0.0051502145922747156,-0.0012837614287716237,-0.1436051502145923,-0.1190556851267226
POL,2024-09-13,2024,714,-0.012907939600584561,-0.004766508283366555,-0.08548465660009741,-0.07002793457574907,-0.05090112031173899,-0.07502646660659151,-0.011446663419386383,-0.007412578231590583,-0.08475401850949826,-0.08647944763988857,-0.10789089137847052,-0.10256925024892771
1MBABYDOGE,2024-09-16,2024,711,0.14948564080582938,0.11349822093541162,0.24110587226746683,0.2218041113624416,0.04763180454350624,0.04533820114852993,0.18795542220317185,0.15593940151823693,0.11369481354479194,0.1013413516894508,0.5118945563651951,0.5037223234617778
NEIRO,2024-09-16,2024,711,0.9178272980501392,0.8818398781797214,1.5590529247910867,1.5397511638860615,1.254317548746518,1.2520239453515416,1.9498607242339836,1.9178447035490487,2.664902506963788,2.652549045108447,4.471866295264624,4.463694062361206
FIDA,2024-09-19,2024,708,-0.023754345307068325,-0.027708139312493607,-0.16975666280417145,-0.1735121546978048,0.08024333719582843,0.06537650834365949,-0.01593279258400926,-0.012066339420506167,-0.3218424101969872,-0.2972929451091175,-0.3009849362688297,-0.30024379271502444
CATI,2024-09-20,2024,707,-0.007464324917672904,-0.009757928312649211,-0.10581778265642161,-0.10178369746862581,-0.18540065861690458,-0.16789372012856896,-0.3949506037321625,-0.3604978744323962,-0.5572996706915478,-0.5521318996310657,-0.5039517014270033,-0.5136507670690508
HMSTR,2024-09-26,2024,701,0.047105911330049155,0.03773520981698164,-0.11376231527093594,-0.10989586210743285,-0.2752463054187192,-0.23524731633184237,-0.22783251231527102,-0.24018597417061216,-0.3943965517241379,-0.4025687846275552,-0.5680418719211823,-0.5741772277718217
EIGEN,2024-10-01,2024,696,-0.19014435042309608,-0.18760719808865256,-0.1097560975609756,-0.1316112135551265,-0.181184668989547,-0.19353813084488813,-0.023394723743155765,-0.06014513672505095,-0.13588850174216027,-0.1119635871158412,-0.3175709308113489,-0.28955257533995327
DIA,2024-10-02,2024,695,-0.1143154452207521,-0.11604087435114241,0.25583469600118924,0.2563390921439286,0.09276051731826973,0.10229398878554208,0.18462910658540221,0.17395864313213938,0.57514493830831,0.5745868164477457,0.3115801991972649,0.323331872573553
1000CAT,2024-10-21,2024,676,0.037868162692846985,0.03731004083228262,0.11949509116409529,0.09658940270306449,-0.032258064516129004,-0.038393420366768405,-0.2215988779803647,-0.19358052250896907,0.035904628330995614,-0.012806100445360569,0.27910238429172507,0.257961094717464
SCR,2024-10-22,2024,675,-0.18809318377912,-0.17683015830972837,-0.30457290767903367,-0.28240896786637837,-0.3106125970664365,-0.3243411685376062,-0.4365832614322692,-0.4248315880559811,-0.3139775668679896,-0.41743360467423263,-0.3745470232959448,-0.4178059745940951
GOAT,2024-10-24,2024,673,0.06467661691542292,0.08684055672807822,-0.10010553294135383,-0.1138341044125235,0.0003015226895823897,-0.039725643452825476,-0.1991557364691693,-0.19044693425023385,0.2466455600783959,0.21889468479989804,0.2161917684305743,0.2282811646582863
MOODENG,2024-10-25,2024,672,0.17817073733782718,0.17203538148718778,-0.07576527078812512,-0.10440662293527048,0.08222909644951293,0.0875975688750864,-0.3767948658756176,-0.36329622926409244,1.0459393323791497,1.0794587371569868,0.8128722471028209,0.810468575594361
SAFE,2024-10-25,2024,672,-0.012031995698057463,-0.018167351548696864,-0.18915103851582982,-0.21779239066297518,-0.17402702157693095,-0.16865854915135747,-0.30174094239429994,-0.28824230578277477,-0.3217718626067084,-0.28825245782887143,-0.2811722793573974,-0.2835759508658573
SANTOS,2024-10-28,2024,669,0.004106374657802059,-0.03592079148460581,-0.09346890887759085,-0.06545055340619521,-0.1798983183418068,-0.17804352198808615,-0.12631990614000776,-0.13001797930496295,-0.1986703167774736,-0.19046893840753332,-0.1664059444661713,-0.20861134451442098
COW,2024-11-06,2024,660,-0.01893649579188983,-0.022634568956845014,-0.09257842387146142,-0.09510057935339067,-0.17482785003825563,-0.27828388784449865,-0.24196633511859234,-0.2372306568943673,-0.2280030604437644,-0.21680001737662769,-0.023527161438408717,-0.05240300356456151
CETUS,2024-11-06,2024,660,0.2970644224025649,0.29336634923760974,0.45209230871990136,0.4495701532379721,0.2563871355575593,0.1529310977513163,0.22562869451958734,0.23036437274381238,0.22997027685936633,0.24117331992650304,0.47146244531276094,0.44258660318660814
1000000MOG,2024-11-07,2024,659,-0.05182323565438607,-0.06003316085811827,-0.04871384151512281,-0.097424570291479,-0.14138320927164794,-0.1328527304761259,0.16248939979270705,0.17069077816264733,0.21153302553472164,0.16932762548647196,0.8067935550739662,0.8058246414695975
GRASS,2024-11-08,2024,658,0.049451950038236214,0.04692979455630697,0.10980117257201139,0.006345134765768368,-0.07793780270201367,-0.10568867798051151,-0.23808309966862096,-0.2448406155279268,0.1561623757328574,0.1583603795950046,-0.04992990058628599,-0.06295102588058266
DRIFT,2024-11-08,2024,658,0.28409661004801845,0.2815744545660892,0.15014692180892997,0.04669088400268695,-0.08069949114885688,-0.10845036642735473,0.11409732673976913,0.1073398108804633,0.006736902458252869,0.00893490632040006,0.1598222604457824,0.14680113515148574
ACT,2024-11-11,2024,655,0.24775852431526002,0.25628900311078207,0.6915818893236445,0.7251012941014815,0.5121296813862495,0.5168653596104745,0.13323644494130793,0.08997749364315766,0.33415315818893254,0.3259645167674674,0.21976523197316955,0.17304900132051482
PNUT,2024-11-11,2024,655,0.13219610751643174,0.14072658631195378,3.5178384184547706,3.5513578232326077,3.318559627631007,3.323295305855232,2.450832459527889,2.407573508229739,2.10554717270658,2.0973585312851153,2.3137515664561006,2.267035335803446
BAN,2024-11-18,2024,648,-0.10049365303244018,-0.12069642098290612,-0.40056417489421725,-0.4438231261923675,-0.49717912552891397,-0.485089729301202,-0.5398448519040903,-0.5376468480419431,-0.5119887165021157,-0.5250098417964124,-0.8018335684062059,-0.7462736134311223
AKT,2024-11-18,2024,648,0.07997895290712975,0.059776184956663814,0.022625624835569624,-0.020633326462580648,0.024993422783478048,0.03708281901119004,0.15338068929229154,0.15557869315443873,0.20626151012891336,0.1932403848346167,-0.1496974480399894,-0.09413749306490582
1000CHEEMS,2024-11-25,2024,641,-0.07837445573294632,-0.06717141266580962,0.005805515239477588,0.008003519101624779,-0.007111756168360017,0.0035654331835739406,0.19579100145137884,0.2126989104569713,0.16124818577648758,0.13087365800501183,0.5219158200290275,0.5142860789434041
THE,2024-11-27,2024,639,0.07226868792472563,0.07446669178687282,0.01992943021432314,0.0306066195662571,-0.1980527966544694,-0.18392028663802973,-0.17093570308416106,-0.17190461668852974,-0.5158782017773131,-0.5163630013306186,-0.5446288552012546,-0.5290457281320855
MORPHO,2024-11-27,2024,639,-0.24451031395559863,-0.24231231009345144,-0.0895892565483033,-0.07891206719636934,-0.17016514427439366,-0.156032634257954,0.3530941866795718,0.35212527307520314,0.5908293509164599,0.5903445513631544,0.8283225455205372,0.8439056725897063
CHILLGUY,2024-11-27,2024,639,-0.14553492484526964,-0.14333692098312245,-0.21609195402298842,-0.20541476467105446,-0.25481874447391695,-0.24068623445747728,-0.20618921308576477,-0.20715812669013345,-0.5179487179487179,-0.5184335175020234,-0.7071618037135279,-0.6915786766443588
KAIA,2024-12-04,2024,632,-0.07974573822594633,-0.06283782922035386,-0.08350187806992204,-0.08447079167429072,-0.2614851199075412,-0.22343274836603932,-0.1924299335452181,-0.1925197020116275,-0.3267841664258885,-0.3664853716617543,-0.33718578445535974,-0.34933624723928214
AERO,2024-12-04,2024,632,0.024025900261274602,0.04093380926686707,0.25377712143587416,0.2528082078315055,0.16125184596160413,0.199304217503106,0.1455753720322619,0.1454856035658525,-0.06270589571736906,-0.10240710095323491,-0.09837555378848117,-0.11052601657240357
ORCA,2024-12-06,2024,630,-0.10227435273923613,-0.10324326634360481,-0.319839794020884,-0.28178742247938215,-0.19267629809755393,-0.23939252875020867,-0.3221284508653983,-0.3370891441041759,-0.4780431983979402,-0.4415297051996311,-0.4092404520097268,-0.4109415272522574
MOVE,2024-12-09,2024,627,0.0009509577503057365,0.00862129060392236,-0.11846216546664845,-0.10725812413956926,-0.13449259611465836,-0.13458236458106776,0.013041706289906418,0.040459053474155904,0.30226871349001505,0.3186356537613383,0.22429017796495043,0.24395788431748955
RAYSOL,2024-12-10,2024,626,0.10293456492418374,0.056218334271529,0.0816201414149671,0.06772269546447984,0.11057751256794868,0.08020298479647292,-0.03190011035271989,-0.035287004509198416,0.0053745861773000225,0.015414073904087666,-0.008194711243715957,0.018203475972707883
VELODROME,2024-12-13,2024,623,-0.1287436084733381,-0.1288333769397475,-0.2340759678597516,-0.24903666109852918,-0.2693571950328707,-0.2137972400577871,-0.3243973703433163,-0.3213244408136616,-0.36468224981738495,-0.3899156743248702,-0.5236669101533966,-0.5230049141190277
MOCA,2024-12-16,2024,620,-0.22783323546682321,-0.2283180350201287,-0.10569583088667067,-0.07827848370242119,0.6576629477392835,0.6628038783847944,1.0986494421608923,1.1351629353592014,0.8438050499119201,0.8421039746693895,0.3253082795067528,0.2844327255767378
VANA,2024-12-16,2024,620,-0.4478236607142857,-0.4483084602675912,-0.5277157738095238,-0.5002984266252744,-0.4285404265873016,-0.4233994959417907,-0.3770771329365079,-0.3405636397381988,-0.4467075892857143,-0.4484086645282449,-0.6009424603174603,-0.6418180142474753
PENGU,2024-12-17,2024,619,0.24219267943752398,0.2977526344126076,-0.029170592135105866,-0.03255748629158439,-0.09347848843295303,-0.07180194121708816,0.18266513137234375,0.19824825844151284,0.5023203880107472,0.4632702335469572,0.14016539307023956,0.1453674635460509
LUMIA,2024-12-18,2024,618,-0.11584633853541404,-0.08842899135116455,-0.14225690276110436,-0.13711597211559345,-0.1212484993997599,-0.11817556987010525,-0.15666266506602633,-0.16727386464505822,-0.23949579831932777,-0.18801723687310135,-0.2599039615846338,-0.3009806756076122
USUAL,2024-12-18,2024,618,0.5184052315156629,0.5458225786999124,0.1284674612382659,0.13360839188377682,0.3524944626094293,0.35556739213908395,0.13500685581689686,0.12439565623786497,-0.1829975740955596,-0.1315190126493332,-0.4234785360194073,-0.46455525004238574
AIXBT,2024-12-20,2024,616,-0.05439461044226812,-0.04925367979675721,0.034682802070987284,0.03775573160064194,0.10963133928014468,0.10200159819452126,0.6615931632462104,0.6716326509729981,0.22824527478011336,0.2546434619965372,1.0715176844863077,1.1022550345570568
FARTCOIN,2024-12-20,2024,616,-0.24123222748815165,-0.23609129684264074,-0.24047393364928904,-0.23740100411963438,0.1274881516587678,0.11985841057314439,-0.1644549763033175,-0.15441548857652987,-0.17734597156398102,-0.15094778434755718,1.051469194312796,1.0822065443835451
KMNO,2024-12-20,2024,616,-0.11729758149316505,-0.11215665084765414,-0.11945320715036811,-0.11638027762071346,-0.0905362776025237,-0.09816601868814712,-0.24616193480546789,-0.23612244707868024,-0.4308096740273397,-0.4044114868109159,-0.29100946372239755,-0.2602721136516484
CGPT,2024-12-20,2024,616,0.11846401471602674,0.12360494536153765,0.07491377328121396,0.07798670281086861,0.11965969188319159,0.11202995079756817,0.1540584042308577,0.16409789195764535,-0.021614164175672634,0.004784023040751206,0.2475511611864798,0.278288511257229
HIVE,2024-12-23,2024,613,-0.013204517772118285,-0.05290572300798413,-0.06652087255010519,-0.030007379351796093,-0.02854058243826818,-0.039151782017300074,0.006754512235632726,-0.0184789122718525,0.41174842210164986,0.41241041813601875,0.09782969770789496,0.1209141960563771
DEXE,2024-12-24,2024,612,-0.08600761490345399,-0.09363735598907741,-0.17017949415284195,-0.15459636708367286,-0.1523660592874626,-0.13599911901613937,0.26665760130541183,0.25450713852148943,-0.07281751427794392,-0.07266301675995723,0.3141827576828937,0.31226118152741567
PHA,2024-12-30,2024,606,-0.04553512883405797,-0.05404748285139083,-0.1828933627996212,-0.20812678730710643,-0.15263375185176198,-0.15291394752003873,-0.26675085606042215,-0.2403526688439983,-0.38667217135779686,-0.3559348212870477,-0.5318260193797508,-0.5557064454477842
GRIFFAIN,2025-01-02,2025,603,0.08048097128181175,0.06833050849788935,-0.09845902404856421,-0.10016009929109482,0.01879523698342278,0.0702737984296492,-0.21141723091291154,-0.21075523487854264,0.21316833994863393,0.23625283829711607,-0.6261732430539342,-0.6088250773531166
ZEREBRO,2025-01-02,2025,603,-0.10068821065230404,-0.11283867343622644,-0.2766307600239378,-0.27833183526646843,-0.3818073010173548,-0.3303287395711284,-0.5988928785158587,-0.5982308824814898,-0.7426690604428486,-0.7195845620943665,-0.9096349491322562,-0.8922867834314386
BIO,2025-01-03,2025,602,-0.14226095495274338,-0.14254115062102013,-0.11697557383085788,-0.1560257282946479,-0.2937277525469497,-0.2740600461944106,-0.5203142260954953,-0.5201597285775086,-0.6712900454154904,-0.6732116215709685,-0.8033632011783478,-0.7741485408679811
COOKIE,2025-01-07,2025,598,-0.18212183871480836,-0.16245413236226924,-0.07571178622554486,-0.09916542539883,-0.25799268331477654,-0.25733068728040764,-0.21441068872276126,-0.25548740274573967,-0.5330046126928583,-0.5277511076748249,-0.749483060283124,-0.7490884591720267
ALCH,2025-01-07,2025,598,-0.19932666600653526,-0.17965895965399614,-0.33409248440439643,-0.35754612357768156,-0.4741558570155461,-0.4734938609811772,-0.4280126745222299,-0.4690893885452083,-0.7522526982869591,-0.7469991932689257,-0.8711753638974156,-0.8707807627863183
SWARMS,2025-01-07,2025,598,-0.3389758781210326,-0.31930817176849347,-0.3165467625899281,-0.3400004017632132,-0.49259415996614475,-0.49193216393177586,-0.626322471434617,-0.6673991854575954,-0.8110452814219213,-0.805791776403888,-0.9265763859500635,-0.9261817848389663
SONIC,2025-01-08,2025,597,-0.14284097340124502,-0.11644278618482118,-0.08092812676853411,-0.07973457616674162,-0.19977362761743067,-0.199619130099444,-0.15540464063384263,-0.16003544054733954,-0.5113752122241086,-0.5041051617542558,-0.6736842105263158,-0.6730563295004451
PROM,2025-01-15,2025,590,-0.08210447388152975,-0.07690240340571841,-0.15733566608347915,-0.16196646599697606,-0.31267183204198956,-0.3219116518057875,-0.32404398900274944,-0.32303166266537664,-0.4548862784303924,-0.41950599318066806,-0.29805048737815554,-0.3072105381649153
S,2025-01-16,2025,589,-0.004724811646022231,-0.04580152566900064,-0.2794023751755842,-0.248665025104835,-0.2269186566211211,-0.26473763721333043,-0.3426126931426382,-0.32215558630609265,-0.4392797854680117,-0.4274416810384708,-0.3422296003064743,-0.3431829576328046
SOLV,2025-01-17,2025,588,-0.19692307692307687,-0.20155387683657378,-0.4046153846153847,-0.41385520437918266,-0.4192307692307693,-0.39614627088228715,-0.543076923076923,-0.5378234180588897,-0.7369230769230769,-0.7365284758119797,-0.7369230769230769,-0.7218417752765391
ARC,2025-01-17,2025,588,0.3412382700938392,0.3366074701803423,0.12127702978376176,0.1120372100199638,0.2612964096287229,0.28438090797720506,-0.11727356181150561,-0.11202005679347227,-0.5932527539779682,-0.5928581528668709,-0.33667380660954715,-0.3215925049630094
AVAAI,2025-01-17,2025,588,0.1270533642691416,0.12242256435564469,-0.10139211136890958,-0.11063193113270753,-0.08194895591647333,-0.05886445756799119,-0.5135498839907192,-0.5082963789726859,-0.837354988399072,-0.8369603872879747,-0.8134106728538283,-0.7983293712072905
TRUMP,2025-01-18,2025,587,0.6387668295426583,0.6695041796134075,0.5377719970471402,0.49995301645493084,0.21988258867367372,0.21796101251819566,-0.039301156536717397,-0.032031106066864545,-0.41768903575069416,-0.4170611547248235,-0.39631595598832925,-0.39294539169465914
MELANIA,2025-01-20,2025,585,0.10280869104398516,0.06498971045177582,-0.27239003709591947,-0.2743116132513975,-0.27450980392156865,-0.27349747758419585,-0.4401165871754107,-0.44955455234741937,-0.6144674085850557,-0.6145887628992017,-0.6759406465288818,-0.6861475026916894
VTHO,2025-01-22,2025,583,-0.08741975140008196,-0.08934132755556001,-0.277284523972135,-0.2762721976347622,-0.30911077721622726,-0.3038572721981939,-0.20489004234394215,-0.1875418766431246,-0.4620953421663708,-0.44517386406837867,-0.5495150935664527,-0.5278872332183103
ANIME,2025-01-23,2025,582,-0.2867052023121387,-0.29579400200327355,-0.37109826589595374,-0.3506411590594082,-0.48092485549132946,-0.4736548050214766,-0.6104046242774566,-0.5811899639670899,-0.676300578034682,-0.6980792211966957,-0.7005780346820809,-0.7044832484649681
PIPPIN,2025-01-24,2025,581,0.23166160985186512,0.23267393618923793,-0.0819203997858291,-0.07666689476779576,-0.3463323219703731,-0.37021274803840654,-0.5909334285204355,-0.6280932972547248,-0.7688738175977156,-0.7560364888498484,-0.7848474031768695,-0.7818951725277621
VVV,2025-01-29,2025,576,-0.30527771866354547,-0.31471568383555415,-0.5763992338795488,-0.5590510681787313,-0.4144498829538199,-0.45160975168810924,-0.2245158544371142,-0.2240741954165396,-0.4359438178335816,-0.4346779315878744,-0.5701213024047669,-0.5657690138805175
BERA,2025-02-06,2025,568,-0.10596180717279913,-0.10533392614692849,-0.3969492314857941,-0.39707058579994015,-0.3246390312063344,-0.30771755310834226,-0.34711224965067533,-0.33203094800413757,-0.13879832324173258,-0.08881360994929155,-0.2128551467163483,-0.20629520352077646
TST,2025-02-09,2025,565,-0.2619893428063944,-0.2718997796703986,-0.16074600355239788,-0.1825246467144116,-0.49023090586145657,-0.4993909566482163,-0.6678507992895204,-0.6780576554523281,-0.6216696269982238,-0.6419318820978921,-0.736234458259325,-0.7913231841750308
LAYER,2025-02-11,2025,563,0.08664379772048258,0.06486515455846886,-0.11154144074360961,-0.12070149153036935,-0.17704990594223735,-0.1619686042956996,-0.24178377780236793,-0.22015591745422558,0.035852605953303085,0.12107720127418087,0.32997676219984506,0.3605276782012654
HEI,2025-02-13,2025,561,0.02041864646205216,0.011258595675292415,-0.10299216643123144,-0.08791086478469368,-0.2534994221137793,-0.25223353586807207,-0.2433543084628227,-0.24040207781371525,-0.3787081032490047,-0.41676375973257596,-0.31013227173494284,-0.31445799088128323
GPS,2025-02-17,2025,557,-0.031020408163265234,-0.029754521917558008,0.0759183673469388,0.05878654267147976,0.04897959183673484,0.04507437805384762,0.10857142857142854,0.10311354724115906,-0.6710204081632654,-0.6072515489573971,-0.7240816326530612,-0.7742073794827773
SHELL,2025-02-17,2025,557,0.19586840091813307,0.1971342871638403,0.011731701096659108,-0.005400123578799931,0.1226727875541953,0.11876757377130809,0.526906401428207,0.5214485200979375,-0.2586074980872226,-0.19483863888135433,-0.22723794950267795,-0.277363696332394
KAITO,2025-02-20,2025,554,-0.13163184503867942,-0.11000398469053707,-0.04403971492964609,-0.041087484280538655,0.05494304684168849,0.08636320430307431,0.29006517634159734,0.1945493097389559,-0.09142961564232188,-0.10041316128988031,-0.1919351891332155,-0.18901550889412044
RED,2025-03-06,2025,540,-0.054943440575877744,-0.02007775246247412,-0.2851476421330983,-0.22137878292723,-0.3201116497722932,-0.375200375687999,0.14044366093727056,0.16133618064892918,-0.14485088879095054,-0.13917386995835623,-0.40546496253856323,-0.4012293973851493
EPIC,2025-03-13,2025,533,0.16366704161979762,0.12846465006718755,-0.021434820647419084,-0.0005423009357604647,-0.13942007249093868,-0.12397515574794882,-0.15998000249968758,-0.18670039713055053,-0.21841019872515943,-0.18744483064282025,-0.1372328458942632,-0.1595348117534855
BMT,2025-03-17,2025,529,0.8339076498966229,0.8493525666396128,0.37973811164713966,0.4099904564284892,0.17643004824259112,0.17934972848168618,-0.004824259131633424,-0.008477834778145787,-0.3976567884217781,-0.33639060547226896,-0.4734665747760166,-0.4780271049600765
MUBARAK,2025-03-17,2025,529,-0.13602305475504317,-0.1205781380120533,-0.255907780979827,-0.2256554361984775,-0.26974063400576365,-0.2668209537666686,-0.3873198847262247,-0.39097346037273706,-0.7711815561959654,-0.7099153732464563,-0.8593659942363112,-0.8639265244203711
FORM,2025-03-19,2025,527,0.07457802273510161,0.10483036751645114,0.06757377425651612,0.07049345449561117,0.4058445286485246,0.3893506801381079,0.26650591342289576,0.2875545405987463,0.11878516477207501,0.15469747207558782,0.19032035825008609,0.19613794053825662
TUT,2025-03-20,2025,526,-0.18008415147265078,-0.17850070766649373,-0.33688639551192145,-0.3636067901427844,-0.5074333800841515,-0.5063632181649945,0.12117812061711075,0.12422758390430866,-0.10743338008415149,-0.18987470546794316,-0.2936886395511922,-0.30110267160482795
BROCCOLI714,2025-03-21,2025,525,-0.06627565982404704,-0.06335597958495198,0.13235581622678394,0.11586196771636725,-0.03597262952101665,-0.030295610688422348,-0.054545454545454564,-0.05654538654533792,-0.45669599217986323,-0.42003449171974794,-0.4825024437927664,-0.4835830240373139
BROCCOLIF3B,2025-03-21,2025,525,-0.2520803994366918,-0.24916071919759675,-0.27444202620236413,-0.2909358747127808,-0.4036615030085776,-0.3979844841759833,-0.44616566380745104,-0.4481655958073344,-0.3817266248453036,-0.3450651243851883,1.6617163828788462,1.6606358026342987
BR,2025-03-21,2025,525,-0.07348938486663048,-0.07056970462753542,-0.060424605334785,-0.07691845384520168,-0.19161676646706594,-0.18593974763447163,-0.4333151878062058,-0.43531511980608917,-0.6287425149700598,-0.5920810145099445,-0.7578660860097985,-0.758946666254346
PLUME,2025-03-21,2025,525,-0.05191532258064513,-0.04899564234155007,-0.029737903225806384,-0.04623175173622307,-0.10534274193548387,-0.09966572310288957,-0.14768145161290325,-0.1496813836127866,-0.19254032258064513,-0.15587882212052984,-0.1406249999999999,-0.14170558024454738
SIREN,2025-03-22,2025,524,-0.14164268898770604,-0.168363083618569,-0.23214752811927808,-0.2310773662001211,-0.4805126863719592,-0.48416626201847157,-0.4722730839654722,-0.5038227552473215,-0.33481558985090243,-0.3828056652906324,-0.23267067747842007,-0.26000486588605554
BANANAS31,2025-03-22,2025,524,-0.027889908256880758,-0.05461030288774371,0.07743119266055043,0.07850135457970742,0.20550458715596331,0.20185101150945095,-0.04825688073394496,-0.07980655201579423,0.02348623853210996,-0.024503836907620036,-0.0431192660550459,-0.07045345446268136
NIL,2025-03-24,2025,522,-0.13602638087386643,-0.13495621895470944,-0.14275899972519923,-0.1464125753717116,-0.29953283869194824,-0.2784842115160977,-0.42346798571036004,-0.4319107226410299,-0.4585050838142347,-0.4406245190882563,-0.46812311074471014,-0.47055553131365246
PARTI,2025-03-25,2025,521,0.04542682926829267,0.05110384810088697,-0.05060975609756102,-0.01837714546713054,-0.21371951219512197,-0.21067004890792407,-0.42652439024390254,-0.4346968805211878,-0.5109756097560976,-0.521012198749297,-0.46432926829268295,-0.4675279576310616
JELLYJELLY,2025-03-26,2025,520,-0.1123152709359605,-0.11596884658247286,-0.26403940886699506,-0.24299078169114452,-0.23004926108374368,-0.23204919308362704,-0.46798029556650245,-0.4637447304130885,-0.370935960591133,-0.3597572923097173,0.3339901477832514,0.32696162915906113
MAVIA,2025-03-26,2025,520,-0.07881136950904388,-0.08246494515555625,-0.19982773471145565,-0.1787791075356051,-0.1345822566752799,-0.13658218867516325,-0.19918173987941423,-0.1949461747260003,-0.5824720068906115,-0.5712933386091958,-0.38479758828596033,-0.39182610691015063
PAXG,2025-03-27,2025,519,0.010653927326865542,0.04288653795729602,0.016039788622940643,0.01908925191013855,0.0238731737643767,-0.007676497517472569,-0.01757767125304721,0.04368851169646193,0.10403612388135386,0.09947559369729397,0.08358555699163972,0.08375576201998258
WAL,2025-03-27,2025,519,-0.060850728633320306,-0.028618118002889825,-0.17762898779046865,-0.17457952450327074,0.07837731390311142,0.046827642621262155,-0.11992910594722328,-0.05866292299771414,-0.20421425758172507,-0.20877478776578495,0.05317053958251283,0.053340744610855695
GUN,2025-03-31,2025,515,-0.1858064516129032,-0.21735612289475248,-0.4309677419354838,-0.4394104788661537,-0.2799999999999999,-0.27576443484658597,-0.4516129032258064,-0.4149514027656911,-0.3460645161290322,-0.3471450963735797,-0.17458064516129035,-0.1737844676625403
ATH,2025-04-02,2025,513,0.07454289732770736,0.06610016039703748,0.07102672292545709,0.07526228807887103,-0.04078762306610417,-0.05035516994708389,0.053094233473980346,0.030792267614758062,0.016877637130801704,-0.05102188954241993,0.200070323488045,0.19584001815727947
BABY,2025-04-05,2025,510,-0.0023577491354919156,0.058908433814017225,0.14539453002200586,0.18130683732551867,0.312323168814838,0.3489846692749533,0.4421565545425967,0.4533352228240124,0.2220999685633449,0.2150714499391546,0.31279471864193664,0.3078440764911188
PROMPT,2025-04-11,2025,504,0.2885545405695864,0.2662525747103641,-0.0741536808167651,-0.08419026980996458,-0.23965609887157446,-0.24421662905563435,-0.3538420204191295,-0.38117620882676495,0.016120365394948877,-0.008296076128087915,-0.029822675980655577,-0.022988930389523654
STO,2025-04-12,2025,503,-0.06670991458536069,-0.048829349859382254,-0.008757703535517414,0.0024209647458982575,0.07817061303924744,0.06715739718021663,0.2167801924532382,0.14888066578001657,1.1200129743756082,1.1157826690448427,0.3951778570656286,0.4079900546928641
FHE,2025-04-12,2025,503,-0.3085463166416098,-0.2906657519156314,-0.12593963224239635,-0.11476096396098068,-0.20365444662888865,-0.21466766248791946,0.19035503642881912,0.12245550975559749,0.24285879495778873,0.2386284896270232,0.011333410431363378,0.02414560805859889
KERNEL,2025-04-14,2025,501,-0.2794840294840295,-0.26830536120261383,-0.34613022113022107,-0.3571434369892519,-0.335995085995086,-0.34340911804872176,-0.4671375921375922,-0.47033628147597084,-0.5110565110565111,-0.49463640861745095,-0.47512285012285016,-0.4691285379459128
WCT,2025-04-15,2025,500,0.5221052631578948,0.517544732973835,0.2315789473684211,0.23739652965659164,0.6912280701754387,0.6901474899308913,0.39719298245614043,0.39016446383195014,0.36035087719298264,0.3554002350421648,0.7715789473684214,0.7691006493907859
INIT,2025-04-16,2025,499,0.06174863387978147,0.050735418020750656,0.016256830601092842,0.008842798547457065,-0.011748633879781312,-0.039082822287416774,0.2536885245901639,0.25385872961850675,-0.1886612021857924,-0.21086049740938517,0.4360655737704917,0.43898030604032867
BANK,2025-04-18,2025,497,-0.09435534263695067,-0.10176937469058644,-0.028494063736721364,-0.05582825214435683,-0.2327223495105185,-0.23515477007946084,-0.24778171214330347,-0.2613563051669936,0.31091439283482636,0.2465798951010767,0.4426161216413249,0.410330392942339
DEEP,2025-04-22,2025,493,0.022160976432870294,0.019728555863927966,-0.016367624725800112,-0.023396143349990406,0.203892232409022,0.21318214514559164,0.05703357894144778,0.052803273610682266,0.11041115923280276,0.12322335686003827,0.13628438044884406,0.11755242747031569
